fecha,tipo,categoria,concepto,monto,metodo,relacionado_con,notas,_fila_origen,_confianza,_nota,_pregunta_pendiente
2026-02-23,deuda,Deuda,Piso extra,4100,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R560,media,,Q-FIN
2026-02-23,pago_deuda,Pago Deuda,Pago Deuda Fer (restaurante dolor anal),900,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R561,media,,Q-FIN
2026-02-23,ingreso,Ingreso,Conversion cash a cuenta,1100,efectivo,,,Contabilidad v1/Transacciones/R562,alta,,
2026-02-23,gasto,Gasto,Conversion cash a cuenta,1100,efectivo,Efectivo,,Contabilidad v1/Transacciones/R563,alta,,
2026-02-23,gasto,Gasto,Estacionamientos Expo,250,,Efectivo,,Contabilidad v1/Transacciones/R564,alta,,
2026-02-23,gasto,Gasto,Liquidación Expo,19500,,Efectivo,,Contabilidad v1/Transacciones/R565,alta,,
2026-02-23,ingreso,Ingreso,Ingreso Fashion Show Anillo + Churumbela,500,,Efectivo,,Contabilidad v1/Transacciones/R566,alta,,
2026-02-23,deuda,Deuda,Deuda Fer,329,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R567,media,,Q-FIN
2026-02-23,gasto,Gasto,Cera,329,,,,Contabilidad v1/Transacciones/R568,alta,,
2026-02-23,pago_deuda,Pago Deuda,Pago Deuda Fer,5900,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R569,media,,Q-FIN
2026-02-26,ingreso,Ingreso,Ingreso Tortas 2 Rozen,10000,,,,Contabilidad v1/Transacciones/R570,alta,,
2026-02-26,pago_deuda,Pago Deuda,Pago Deuda,10000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R571,media,,Q-FIN
2026-02-28,ingreso,Ingreso,Ingreso Juan Diamante,25000,,,,Contabilidad v1/Transacciones/R572,alta,,
2026-02-28,pago_deuda,Pago Deuda,Pago Deuda,25000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R573,media,,Q-FIN
2026-03-03,deuda,Deuda,Plata,525,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R574,media,,Q-FIN
2026-03-03,gasto,Gasto,Plata,525,,,,Contabilidad v1/Transacciones/R575,alta,,
2026-03-04,deuda,Deuda,Tablarroca,26000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R576,media,,Q-FIN
2026-03-04,gasto,Gasto,Tablarroca,26000,,,,Contabilidad v1/Transacciones/R577,alta,,
2026-03-04,deuda,Deuda,Carpintería,23800,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R578,media,,Q-FIN
2026-03-04,gasto,Gasto,Carpintería,23800,,,,Contabilidad v1/Transacciones/R579,alta,,
2026-03-04,deuda,Deuda,Plafon,18200,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R580,media,,Q-FIN
2026-03-04,gasto,Gasto,Plafon,18200,,,,Contabilidad v1/Transacciones/R581,alta,,
2026-03-04,deuda,Deuda,Diamante Gabriel,3706.45,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R582,media,,Q-FIN
2026-03-04,gasto,Gasto,Diamante Gabriel,3706.45,,,,Contabilidad v1/Transacciones/R583,alta,,
2026-03-06,deuda,Deuda,Marmol,18853.3,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R584,media,,Q-FIN
2026-03-06,gasto,Gasto,Marmol,18853.3,,,,Contabilidad v1/Transacciones/R585,alta,,
2026-03-06,deuda,Deuda,Rayas viernes,21800,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R586,media,,Q-FIN
2026-03-06,gasto,Gasto,Rayas Viernes,21800,,,,Contabilidad v1/Transacciones/R587,alta,,
2026-03-06,deuda,Deuda,Ads deuda,2500,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R588,media,,Q-FIN
2026-03-06,gasto,Gasto,Ads deuda,2500,,,,Contabilidad v1/Transacciones/R589,alta,,
2026-03-09,ingreso,Ingreso,Ingreso Marcos Reyes Anticipo anillo oval,10000,,,,Contabilidad v1/Transacciones/R590,alta,,
2026-03-09,pago_deuda,Pago Deuda,Pago deuda fer,10000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R591,media,,Q-FIN
2026-03-09,deuda,Deuda,Fiverr chino,242.26,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R592,media,,Q-FIN
2026-03-09,gasto,Costo,Fiverr chino,242.26,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R593,alta,,
2026-03-10,deuda,Deuda,Tablaroquero,17500,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R594,media,,Q-FIN
2026-03-10,gasto,Gasto,Tablaroquero,17500,,,,Contabilidad v1/Transacciones/R595,alta,,
2026-03-10,deuda,Deuda,Verified,459,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R596,media,,Q-FIN
2026-03-10,gasto,Gasto,Verified,459,,,,Contabilidad v1/Transacciones/R597,alta,,
2026-03-10,deuda,Deuda,Ads deuda,1500,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R598,media,,Q-FIN
2026-03-10,gasto,Gasto,Ads deuda,1500,,,,Contabilidad v1/Transacciones/R599,alta,,
2026-03-10,deuda,Deuda,Ads deuda,2072.74,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R600,media,,Q-FIN
2026-03-10,gasto,Gasto,Ads deuda,2072.74,,,,Contabilidad v1/Transacciones/R601,alta,,
2026-03-11,deuda,Deuda,Tablarroquero,12500,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R602,media,,Q-FIN
2026-03-11,gasto,Gasto,Tablarroquero,12500,,,,Contabilidad v1/Transacciones/R603,alta,,
2026-03-11,deuda,Deuda,Fredy,5000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R604,media,,Q-FIN
2026-03-11,gasto,Gasto,Fredy,5000,,,,Contabilidad v1/Transacciones/R605,alta,,
2026-03-12,deuda,Deuda,Rayas y local,58000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R606,media,,Q-FIN
2026-03-12,gasto,Gasto,Rayas y local,58000,,,,Contabilidad v1/Transacciones/R607,alta,,
2026-03-12,deuda,Deuda,Rayas,59600,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R608,media,,Q-FIN
2026-03-12,deuda,Deuda,Felipe mamadas,21000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R609,media,,Q-FIN
2026-03-12,gasto,Gasto,Rayas,59600,,,,Contabilidad v1/Transacciones/R610,alta,,
2026-03-12,gasto,Gasto,Felipe mamadas,21000,,,,Contabilidad v1/Transacciones/R611,alta,,
2026-03-13,ingreso,Ingreso,Tortas Ingreso Rozen,3000,,,,Contabilidad v1/Transacciones/R612,alta,,
2026-03-13,gasto,Gasto,Ads,3000,,,,Contabilidad v1/Transacciones/R613,alta,,
2026-03-16,ingreso,Ingreso,Liquidación churumbela y argolla twisted fraude,26800,,,,Contabilidad v1/Transacciones/R614,alta,,
2026-03-16,deuda,Deuda,Ads deuda,3000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R615,media,,Q-FIN
2026-03-16,gasto,Gasto,Ads deuda,3000,,,,Contabilidad v1/Transacciones/R616,alta,,
2026-03-21,deuda,Deuda,Dinero papá Fer salva business,80000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R617,media,,Q-FIN
2026-03-21,gasto,Gasto,Renta,47500,,,,Contabilidad v1/Transacciones/R618,alta,,
2026-03-21,gasto,Costo,Oro Costo,20000,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R619,alta,,
2026-03-21,gasto,Costo,Agustin trabajo,800,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R620,alta,,
2026-03-21,gasto,Gasto,Marketing,35000,,,,Contabilidad v1/Transacciones/R621,alta,,
2026-03-21,pago_deuda,Pago Deuda,Liquidación anal,29000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R622,media,,Q-FIN
2026-03-21,ingreso,Ingreso,Ingreso Jonathan Anticipo,25000,,,,Contabilidad v1/Transacciones/R623,alta,,
2026-03-21,ingreso,Ingreso,Ingreso Sara Anticipo zafiro y rubi argollas señor de los anillos,22501,,,,Contabilidad v1/Transacciones/R624,alta,,
2026-03-22,gasto,Gasto,Ads,4454.71,,,,Contabilidad v1/Transacciones/R625,alta,,
2026-03-22,gasto,Gasto,Ads,545.29,,,,Contabilidad v1/Transacciones/R626,alta,,
2026-03-23,deuda,Deuda,Vidrios 50%,68000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R627,media,,Q-FIN
2026-03-23,gasto,Gasto,Vidrios 50%,68000,,,,Contabilidad v1/Transacciones/R628,alta,,
2026-03-23,deuda,Deuda,Rozen compra,18084.86,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R629,media,,Q-FIN
2026-03-23,gasto,Costo,Rozen compra,18084.86,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R630,alta,,
2026-03-24,ingreso,Ingreso,Torta anticipo Rozen,3000,,,,Contabilidad v1/Transacciones/R631,alta,,
2026-03-24,deuda,Deuda,Fashion Show Anticipo,3000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R632,media,,Q-FIN
2026-03-24,gasto,Gasto,Fashion Show Anticipo,3000,,,,Contabilidad v1/Transacciones/R633,alta,,
2026-03-25,deuda,Deuda,Fiverr Chino,386.32,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R634,media,,Q-FIN
2026-03-25,gasto,Costo,Fiverr Chino,386.32,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R635,alta,,
2026-03-26,gasto,Gasto,Expo tu Boda,3000,,,,Contabilidad v1/Transacciones/R636,alta,,
2026-03-26,deuda,Deuda,Techo felipe,2000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R637,media,,Q-FIN
2026-03-26,gasto,Gasto,Techo felipe,2000,,,,Contabilidad v1/Transacciones/R638,alta,,
2026-03-27,deuda,Deuda,Rayas,22000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R639,media,,Q-FIN
2026-03-27,gasto,Gasto,Rayas,22000,,,,Contabilidad v1/Transacciones/R640,alta,,
2026-03-29,ingreso,Ingreso,Jonathan abono,5000,,,,Contabilidad v1/Transacciones/R641,alta,,
2026-03-29,gasto,Gasto,Ads,5000,,,,Contabilidad v1/Transacciones/R642,alta,,
2026-03-30,deuda,Deuda,Lambrin negro,2662,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R643,media,,Q-FIN
2026-03-30,gasto,Gasto,Lambrin negro,2662,,,,Contabilidad v1/Transacciones/R644,alta,,
2026-03-31,deuda,Deuda,Sergio Diam,4500,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R645,media,,Q-FIN
2026-03-31,gasto,Costo,Sergio Diam,4500,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R646,alta,,
1-Abr-26,deuda,Deuda,Rayas,22000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R647,media,,Q-FIN
1-Abr-26,gasto,Gasto,Rayas,22000,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R648,media,,
10-Abr-26,deuda,Deuda,Rayas,25000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R649,media,,Q-FIN
10-Abr-26,gasto,Gasto,Rayas,25000,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R650,media,,
10-Abr-26,deuda,Deuda,Canceles,46000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R651,media,,Q-FIN
10-Abr-26,gasto,Gasto,Canceles,46000,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R652,media,,
13-Abr-26,ingreso,Ingreso,Jonathan abono,10000,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R653,media,,
13-Abr-26,deuda,Deuda,Agustin,11600,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R654,media,,Q-FIN
13-Abr-26,gasto,Costo,Agustin,11600,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R655,media,,
16-Abr-26,deuda,Deuda,Merlo Material,14800,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R656,media,,Q-FIN
16-Abr-26,gasto,Gasto,Merlo Material,14800,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R657,media,,
16-Abr-26,deuda,Deuda,Jorge letrero,10000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R658,media,,Q-FIN
16-Abr-26,gasto,Costo,Jorge letrero,10000,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R659,media,,
17-Abr-26,deuda,Deuda,Rayas y putas,30320,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R660,media,,Q-FIN
17-Abr-26,gasto,Gasto,Rayas y putas,30320,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R661,media,,
20-Abr-26,deuda,Deuda,Plata,5000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R662,media,,Q-FIN
20-Abr-26,gasto,Costo,Plata,5000,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R663,media,,
21-Abr-26,deuda,Deuda,Renta,47500,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R664,media,,Q-FIN
21-Abr-26,gasto,Gasto,Renta,47500,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R665,media,,
22-Abr-26,deuda,Deuda,Fredy y Felipe,3770,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R666,media,,Q-FIN
22-Abr-26,gasto,Gasto,Fredy y Felipe,3770,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R667,media,,
24-Abr-26,deuda,Deuda,Rayas,19000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R668,media,,Q-FIN
24-Abr-26,gasto,Gasto,Rayas,19000,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R669,media,,
24-Abr-26,pago_deuda,Pago Deuda,Pago Deuda Fer,17001,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R670,media,,Q-FIN
24-Abr-26,pago_deuda,Pago Deuda,Pago Deuda Fer,15000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R671,media,,Q-FIN
24-Abr-26,ingreso,Ingreso,Michelle Martinez,20000,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R672,media,,
24-Abr-26,gasto,Gasto,Mercado Pago Dolor,814.6399999999994,transferencia,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R673,media,,
24-Abr-26,pago_deuda,Pago Deuda,Liquidación deuda fer,19185.36,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R674,media,,Q-FIN
25-Abr-26,ingreso,Ingreso,Liquidacion Tortas,32000,,Efectivo,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R675,media,,
26-Abr-26,ingreso,Ingreso,Ingreso Marcos Reyes Liquidación,25000,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R676,media,,
26-Abr-26,gasto,Gasto,Comision MP,126.13999999999987,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R677,media,,
26-Abr-26,pago_deuda,Pago Deuda,Pago Deuda Fer,16000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R678,media,,Q-FIN
26-Abr-26,deuda,Deuda,LTX,201.9,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R679,media,,Q-FIN
26-Abr-26,gasto,Gasto,LTX,201.9,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R680,media,,
26-Abr-26,ingreso,Ingreso,Gabriel Liquidación Diamante,5000,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R681,media,,
26-Abr-26,gasto,Gasto,Mercado Pago Dolor,475,transferencia,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R682,media,,
26-Abr-26,ingreso,Ingreso,Gabriel Anticipo Anillo,10000,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R683,media,,
26-Abr-26,deuda,Deuda,Kling klang,90.49,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R684,media,,Q-FIN
26-Abr-26,gasto,Gasto,Kling klang,90.49,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R685,media,,
26-Abr-26,gasto,Gasto,Tele,8996.76,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R686,media,,
29-Abr-26,deuda,Deuda,Felipe Fredy hoja,14000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R687,media,,Q-FIN
29-Abr-26,gasto,Gasto,Felipe Fredy hoja,14000,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R688,media,,
30-Abr-26,deuda,Deuda,Chino diseño,223.11,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino | Fecha en formato TEXTO en origen",Contabilidad v1/Transacciones/R689,media,,Q-FIN
30-Abr-26,gasto,Gasto,Chino diseño,223.11,,,Fecha en formato TEXTO en origen,Contabilidad v1/Transacciones/R690,media,,
2026-04-07,deuda,Deuda,Felipe,15500,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R691,media,,Q-FIN
2026-04-07,gasto,Gasto,Felipe,15500,,,,Contabilidad v1/Transacciones/R692,alta,,
2026-04-07,ingreso,Ingreso,Jonathan abono,5000,,,,Contabilidad v1/Transacciones/R693,alta,,
2026-04-07,deuda,Deuda,Ads,4321.66,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R694,media,,Q-FIN
2026-04-07,gasto,Gasto,Ads,4321.66,,,,Contabilidad v1/Transacciones/R695,alta,,
2026-04-07,deuda,Deuda,Anticipo sillas,10072,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R696,media,,Q-FIN
2026-04-07,gasto,Gasto,Anticipo sillas,10072,,,,Contabilidad v1/Transacciones/R697,alta,,
2026-05-07,deuda,Deuda,Lambrin,7746,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R698,media,,Q-FIN
2026-05-07,gasto,Gasto,Lambrin,7746,,,,Contabilidad v1/Transacciones/R699,alta,,
2026-05-01,gasto,Costo,Oro Costo,12500,,Efectivo,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R700,alta,,
2026-05-01,gasto,Costo,Agustin,4500,,Efectivo,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R701,alta,,
2026-05-01,gasto,Gasto,Jorge,13500,,Efectivo,,Contabilidad v1/Transacciones/R702,alta,,
2026-05-01,gasto,Gasto,Expo tu Boda,9600,,,,Contabilidad v1/Transacciones/R703,alta,,
2026-05-02,gasto,Gasto,Apple Pay,459,,,,Contabilidad v1/Transacciones/R704,alta,,
2026-05-08,deuda,Deuda,Nóminas,26000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R705,media,,Q-FIN
2026-05-08,gasto,Gasto,Nóminas,26000,,,,Contabilidad v1/Transacciones/R706,alta,,
2026-05-08,deuda,Deuda,Renta,70000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R707,media,,Q-FIN
2026-05-08,gasto,Gasto,Renta,70000,,,,Contabilidad v1/Transacciones/R708,alta,,
2026-05-08,deuda,Deuda,Lambrines y Techo,36643.71,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R709,media,,Q-FIN
2026-05-08,gasto,Gasto,Lambrines y Techo,36643.71,,,,Contabilidad v1/Transacciones/R710,alta,,
2026-05-08,ingreso,Ingreso,Liquidación Gabriel,5000,,,,Contabilidad v1/Transacciones/R711,alta,,
2026-05-11,deuda,Deuda,Flete,1500,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R712,media,,Q-FIN
2026-05-11,gasto,Gasto,Flete,1500,,,,Contabilidad v1/Transacciones/R713,alta,,
2026-05-12,deuda,Deuda,Fredy Cable,4000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R714,media,,Q-FIN
2026-05-12,gasto,Gasto,Fredy Cable,4000,,,,Contabilidad v1/Transacciones/R715,alta,,
2026-05-13,deuda,Deuda,Lambrin y Techo,20200,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R716,media,,Q-FIN
2026-05-13,gasto,Gasto,Lambrin y Techo,20200,,,,Contabilidad v1/Transacciones/R717,alta,,
2026-05-13,deuda,Deuda,Flete,1500,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R718,media,,Q-FIN
2026-05-13,gasto,Gasto,Flete,1500,,,,Contabilidad v1/Transacciones/R719,alta,,
2026-05-13,ingreso,Ingreso,Luna Anticipo,7000,,,,Contabilidad v1/Transacciones/R720,alta,,
2026-05-13,deuda,Deuda,Jorge,11200,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R721,media,,Q-FIN
2026-05-13,gasto,Gasto,Jorge,11200,,,,Contabilidad v1/Transacciones/R722,alta,,
2026-05-13,deuda,Deuda,Chino diseño,221.17,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R723,media,,Q-FIN
2026-05-13,gasto,Gasto,Chino diseño,221.17,,,,Contabilidad v1/Transacciones/R724,alta,,
2026-05-15,deuda,Deuda,Rayas,22220,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R725,media,,Q-FIN
2026-05-15,gasto,Gasto,Rayas,22220,,,,Contabilidad v1/Transacciones/R726,alta,,
